C_m_delta_e	U_0	rho	st	c	I_y	C_z_delta_e	m	kp	ki	kd
-1.32650000000000	69.4468937875752	1.29000000000000	0.895791583166333	0.169939879759519	0.170000000000000	-3.56500000000000	1613.22645290581	1.05000000000000	2.06000000000000	0.0100000000000000
-1.32650000000000	31.9498997995992	1.29000000000000	0.789579158316633	0.274549098196393	0.170000000000000	-3.56500000000000	4931.86372745491	4.61000000000000	15.7600000000001	1.01000000000000
-1.32650000000000	17.6653306613226	1.29000000000000	0.264529058116232	0.357515030060120	0.170000000000000	-3.56500000000000	8358.71743486974	5.85999999999999	4.66000000000000	1.01000000000000
-1.32650000000000	70.8356713426854	1.29000000000000	0.577154308617235	0.498196392785571	0.170000000000000	-3.56500000000000	5148.29659318637	1.10000000000000	3.01000000000000	0.0100000000000000
-1.32650000000000	49.8056112224449	1.29000000000000	0.272545090180361	0.344889779559118	0.170000000000000	-3.56500000000000	4661.32264529058	1.51000000000000	2.36000000000000	0.0600000000000000
-1.32650000000000	30.5611222444890	1.29000000000000	0.605210420841683	0.406212424849699	0.170000000000000	-3.56500000000000	9747.49498997996	5.56000000000000	16.9600000000001	1.01000000000000
-1.32650000000000	77.5811623246493	1.29000000000000	0.599198396793587	0.252004008016032	0.170000000000000	-3.56500000000000	2370.74148296593	1.05000000000000	2.56000000000000	0.0100000000000000
-1.32650000000000	21.8316633266533	1.29000000000000	0.701402805611223	0.481062124248497	0.170000000000000	-3.56500000000000	6717.43486973948	3.91000000000000	14.5600000000000	1.01000000000000
-1.32650000000000	89.2865731462926	1.29000000000000	0.216432865731463	0.357515030060120	0.170000000000000	-3.56500000000000	3831.66332665331	1.10000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	3.38076152304609	1.29000000000000	0.821643286573146	0.244789579158317	0.170000000000000	-3.56500000000000	1793.58717434870	2.50000000000000	1.11000000000000	1.06000000000000
-1.32650000000000	93.6513026052104	1.29000000000000	0.390781563126253	0.314228456913828	0.170000000000000	-3.56500000000000	3146.29258517034	1.06000000000000	3.16000000000000	0.0100000000000000
-1.32650000000000	65.6773547094188	1.29000000000000	0.366733466933868	0.266432865731463	0.170000000000000	-3.56500000000000	4607.21442885772	1.05000000000000	1.26000000000000	0.0100000000000000
-1.32650000000000	33.9338677354709	1.29000000000000	0.266533066132265	0.395390781563126	0.170000000000000	-3.56500000000000	3164.32865731463	5.06000000000000	16.4100000000000	1.01000000000000
-1.32650000000000	96.2304609218437	1.29000000000000	0.923847695390782	0.173547094188377	0.170000000000000	-3.56500000000000	3002.00400801603	1.06000000000000	3.86000000000000	0.0100000000000000
-1.32650000000000	25.9979959919840	1.29000000000000	0.246492985971944	0.157314629258517	0.170000000000000	-3.56500000000000	4859.71943887776	4.01000000000000	6.41000000000000	1.01000000000000
-1.32650000000000	82.7394789579158	1.29000000000000	0.617234468937876	0.136573146292585	0.170000000000000	-3.56500000000000	8286.57314629259	1.05000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	98.6112224448898	1.29000000000000	0.148296593186373	0.434168336673347	0.170000000000000	-3.56500000000000	3146.29258517034	1.10000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	42.2665330661323	1.29000000000000	0.322645290581162	0.245691382765531	0.170000000000000	-3.56500000000000	3939.87975951904	4.71000000000000	17.2100000000001	1.01000000000000
-1.32650000000000	10.7214428857715	1.29000000000000	0.671342685370742	0.0716432865731463	0.170000000000000	-3.56500000000000	2803.60721442886	2.50000000000000	1.61000000000000	1.01000000000000
-1.32650000000000	50.4008016032064	1.29000000000000	0.274549098196393	0.238476953907816	0.170000000000000	-3.56500000000000	6374.74949899800	1.51000000000000	2.11000000000000	0.0600000000000000
-1.32650000000000	5.76152304609219	1.29000000000000	0.887775551102204	0.436873747494990	0.170000000000000	-3.56500000000000	1757.51503006012	3.01000000000000	2.31000000000000	1.01000000000000
-1.32650000000000	18.4589178356713	1.29000000000000	0.0120240480961924	0.315130260521042	0.170000000000000	-3.56500000000000	7366.73346693387	2.50000000000000	0.510000000000000	2.01000000000000
-1.32650000000000	76.1923847695391	1.29000000000000	0.212424849699399	0.485571142284569	0.170000000000000	-3.56500000000000	5364.72945891784	1.10000000000000	1.51000000000000	0.0100000000000000
-1.32650000000000	7.15030060120241	1.29000000000000	0.178356713426854	0.202404809619238	0.170000000000000	-3.56500000000000	8935.87174348697	2.50000000000000	1.01000000000000	1.16000000000000
-1.32650000000000	5.16633266533066	1.29000000000000	0.354709418837675	0.338577154308617	0.170000000000000	-3.56500000000000	8448.89779559118	2.50000000000000	1.06000000000000	1.01000000000000
-1.32650000000000	5.36472945891784	1.29000000000000	0.791583166332665	0.0725450901803607	0.170000000000000	-3.56500000000000	3669.33867735471	2.50000000000000	1.01000000000000	1.51000000000000
-1.32650000000000	27.9819639278557	1.29000000000000	0.913827655310621	0.322344689378758	0.170000000000000	-3.56500000000000	5527.05410821643	5.75999999999999	15.8600000000001	1.01000000000000
-1.32650000000000	74.0100200400802	1.29000000000000	0.112224448897796	0.448597194388778	0.170000000000000	-3.56500000000000	5761.52304609219	1.51000000000000	2.46000000000000	0.0600000000000000
-1.32650000000000	1.39679358717435	1.29000000000000	0.162324649298597	0.168136272545090	0.170000000000000	-3.56500000000000	1342.68537074148	0.100000000000000	0.100000000000000	0.100000000000000
-1.32650000000000	68.6533066132265	1.29000000000000	0.0280561122244489	0.274549098196393	0.170000000000000	-3.56500000000000	5328.65731462926	5.90999999999999	6.11000000000000	1.01000000000000
-1.32650000000000	28.5771543086172	1.29000000000000	0.591182364729459	0.178957915831663	0.170000000000000	-3.56500000000000	9278.55711422846	5.06000000000000	16.8600000000001	1.01000000000000
-1.32650000000000	1.59519038076152	1.29000000000000	0.565130260521042	0.215931863727455	0.170000000000000	-3.56500000000000	4336.67334669339	4	1.01000000000000	6.81000000000000
-1.32650000000000	2.98396793587174	1.29000000000000	0.687374749498998	0.299799599198397	0.170000000000000	-3.56500000000000	7889.77955911824	2.50000000000000	1.06000000000000	1.11000000000000
-1.32650000000000	79.3667334669339	1.29000000000000	0.246492985971944	0.139278557114228	0.170000000000000	-3.56500000000000	4300.60120240481	1.10000000000000	1.01000000000000	0.0100000000000000
-1.32650000000000	72.2244488977956	1.29000000000000	0.124248496993988	0.242985971943888	0.170000000000000	-3.56500000000000	1144.28857715431	1.21000000000000	1.26000000000000	0.0600000000000000
-1.32650000000000	7.94388777555110	1.29000000000000	0.711422845691383	0.411623246492986	0.170000000000000	-3.56500000000000	9206.41282565130	3.51000000000000	3.51000000000000	1.01000000000000
-1.32650000000000	91.4689378757515	1.29000000000000	0.629258517034068	0.108617234468938	0.170000000000000	-3.56500000000000	1559.11823647295	1.05000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	77.9779559118236	1.29000000000000	0.743486973947896	0.331362725450902	0.170000000000000	-3.56500000000000	7565.13026052104	1.01000000000000	3.06000000000000	0.0100000000000000
-1.32650000000000	21.0380761523046	1.29000000000000	0.795591182364730	0.489178356713427	0.170000000000000	-3.56500000000000	4787.57515030060	4.91000000000000	14.8600000000000	1.01000000000000
-1.32650000000000	25.2044088176353	1.29000000000000	0.480961923847695	0.351202404809619	0.170000000000000	-3.56500000000000	8683.36673346693	4.96000000000000	15.6100000000001	1.01000000000000
-1.32650000000000	94.6432865731463	1.29000000000000	0.128256513026052	0.363827655310621	0.170000000000000	-3.56500000000000	1721.44288577154	1.05000000000000	1.31000000000000	0.0100000000000000
-1.32650000000000	11.1182364729459	1.29000000000000	0.130260521042084	0.281763527054108	0.170000000000000	-3.56500000000000	5328.65731462926	2.50000000000000	1.11000000000000	1.01000000000000
-1.32650000000000	45.0440881763527	1.29000000000000	0.799599198396794	0.288076152304609	0.170000000000000	-3.56500000000000	7024.04809619239	1.05000000000000	1.11000000000000	0.0100000000000000
-1.32650000000000	48.8136272545090	1.29000000000000	0.332665330661323	0.166332665330661	0.170000000000000	-3.56500000000000	9765.53106212425	1.21000000000000	1.36000000000000	0.0600000000000000
-1.32650000000000	27.1883767535070	1.29000000000000	0.789579158316633	0.273647294589178	0.170000000000000	-3.56500000000000	3885.77154308617	4.66000000000000	14.7100000000000	1.01000000000000
-1.32650000000000	62.1062124248497	1.29000000000000	0.00601202404809619	0.0779559118236473	0.170000000000000	-3.56500000000000	9296.59318637275	2.50000000000000	1.01000000000000	1.06000000000000
-1.32650000000000	90.8737474949900	1.29000000000000	0.831663326653307	0.461222444889780	0.170000000000000	-3.56500000000000	7114.22845691383	1.01000000000000	4.01000000000000	0.0100000000000000
-1.32650000000000	77.9779559118236	1.29000000000000	0.693386773547094	0.139278557114228	0.170000000000000	-3.56500000000000	5076.15230460922	1.05000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	79.1683366733467	1.29000000000000	0	0.299799599198397	0.170000000000000	-3.56500000000000	4895.79158316633	0.0100000000000000	0.0100000000000000	0.0100000000000000
-1.32650000000000	6.75350701402806	1.29000000000000	0.440881763527054	0.427855711422846	0.170000000000000	-3.56500000000000	6573.14629258517	2.51000000000000	1.01000000000000	1.01000000000000
-1.32650000000000	74.4068136272545	1.29000000000000	0.935871743486974	0.196092184368738	0.170000000000000	-3.56500000000000	7709.41883767535	1.06000000000000	3.01000000000000	0.0100000000000000
-1.32650000000000	87.5010020040080	1.29000000000000	0.432865731462926	0.284468937875752	0.170000000000000	-3.56500000000000	6879.75951903808	1.05000000000000	2.76000000000000	0.0100000000000000
-1.32650000000000	47.4248496993988	1.29000000000000	0.182364729458918	0.151903807615230	0.170000000000000	-3.56500000000000	4697.39478957916	4.51000000000000	12.7100000000001	1.01000000000000
-1.32650000000000	2.38877755511022	1.29000000000000	0.751503006012024	0.0779559118236473	0.170000000000000	-3.56500000000000	4877.75551102204	4	1.01000000000000	6.01000000000000
-1.32650000000000	54.7655310621242	1.29000000000000	0.611222444889780	0.246593186372746	0.170000000000000	-3.56500000000000	1721.44288577154	1.05000000000000	1.21000000000000	0.0100000000000000
-1.32650000000000	28.9739478957916	1.29000000000000	0.0721442885771543	0.378256513026052	0.170000000000000	-3.56500000000000	4120.24048096192	3.51000000000000	5.11000000000000	1.01000000000000
-1.32650000000000	65.6773547094188	1.29000000000000	0.480961923847695	0.222244488977956	0.170000000000000	-3.56500000000000	3939.87975951904	1.10000000000000	1.51000000000000	0.0100000000000000
-1.32650000000000	11.1182364729459	1.29000000000000	0.370741482965932	0.219539078156313	0.170000000000000	-3.56500000000000	5328.65731462926	3.01000000000000	2.01000000000000	1.01000000000000
-1.32650000000000	79.7635270541082	1.29000000000000	0.691382765531062	0.432364729458918	0.170000000000000	-3.56500000000000	5617.23446893788	1.06000000000000	4.01000000000000	0.0100000000000000
-1.32650000000000	85.7154308617235	1.29000000000000	0.464929859719439	0.169038076152305	0.170000000000000	-3.56500000000000	6663.32665330661	1.05000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	56.7494989979960	1.29000000000000	0.541082164328657	0.226753507014028	0.170000000000000	-3.56500000000000	4787.57515030060	1	1.16000000000000	0.0100000000000000
-1.32650000000000	14.4909819639279	1.29000000000000	0.292585170340681	0.0527054108216433	0.170000000000000	-3.56500000000000	9404.80961923848	2.50000000000000	1.06000000000000	1.01000000000000
-1.32650000000000	61.3126252505010	1.29000000000000	0.891783567134269	0.239378757515030	0.170000000000000	-3.56500000000000	4607.21442885772	1	2.11000000000000	0.0100000000000000
-1.32650000000000	55.7575150300601	1.29000000000000	0.597194388777555	0.278156312625251	0.170000000000000	-3.56500000000000	6284.56913827655	1.05000000000000	1.41000000000000	0.0100000000000000
-1.32650000000000	14.0941883767535	1.29000000000000	0.761523046092184	0.343086172344689	0.170000000000000	-3.56500000000000	4156.31262525050	5.16000000000000	8.56000000000000	1.01000000000000
-1.32650000000000	31.9498997995992	1.29000000000000	0.274549098196393	0.116733466933868	0.170000000000000	-3.56500000000000	4012.02404809619	5.16000000000000	7.11000000000000	1.01000000000000
-1.32650000000000	83.5330661322645	1.29000000000000	0.232464929859719	0.0806613226452906	0.170000000000000	-3.56500000000000	5454.90981963928	1.21000000000000	1.26000000000000	0.0600000000000000
-1.32650000000000	13.1022044088176	1.29000000000000	0.402805611222445	0.0905811623246493	0.170000000000000	-3.56500000000000	7492.98597194389	2.50000000000000	1.31000000000000	1.01000000000000
-1.32650000000000	34.9258517034068	1.29000000000000	0.567134268537074	0.344889779559118	0.170000000000000	-3.56500000000000	6879.75951903808	4.76000000000000	15.8100000000001	1.01000000000000
-1.32650000000000	70.4388777555110	1.29000000000000	0.300601202404810	0.0878757515030060	0.170000000000000	-3.56500000000000	6699.39879759519	1.21000000000000	1.31000000000000	0.0600000000000000
-1.32650000000000	27.3867735470942	1.29000000000000	0.895791583166333	0.185270541082164	0.170000000000000	-3.56500000000000	7438.87775551102	4.66000000000000	16.5600000000000	1.01000000000000
-1.32650000000000	33.7354709418838	1.29000000000000	0.364729458917836	0.316933867735471	0.170000000000000	-3.56500000000000	9152.30460921844	4.76000000000000	18.0100000000001	1.01000000000000
-1.32650000000000	27.1883767535070	1.29000000000000	0.949899799599198	0.382765531062124	0.170000000000000	-3.56500000000000	1036.07214428858	6.90999999999999	16.9600000000001	1.01000000000000
-1.32650000000000	85.3186372745491	1.29000000000000	0.695390781563126	0.303406813627255	0.170000000000000	-3.56500000000000	4030.06012024048	1.01000000000000	3.01000000000000	0.0100000000000000
-1.32650000000000	33.9338677354709	1.29000000000000	0.0761523046092184	0.256513026052104	0.170000000000000	-3.56500000000000	6915.83166332665	3.51000000000000	5.06000000000000	1.01000000000000
-1.32650000000000	57.5430861723447	1.29000000000000	0.402805611222445	0.471142284569138	0.170000000000000	-3.56500000000000	4246.49298597194	1.05000000000000	1.01000000000000	0.0100000000000000
-1.32650000000000	94.8416833667335	1.29000000000000	0.0300601202404810	0.248396793587174	0.170000000000000	-3.56500000000000	7312.62525050100	4.51000000000000	13.0100000000000	1.01000000000000
-1.32650000000000	70.6372745490982	1.29000000000000	0.511022044088176	0.325951903807615	0.170000000000000	-3.56500000000000	7727.45490981964	1	2.01000000000000	0.0100000000000000
-1.32650000000000	80.3587174348698	1.29000000000000	0.336673346693387	0.304308617234469	0.170000000000000	-3.56500000000000	8701.40280561122	1.10000000000000	2.01000000000000	0.0100000000000000
-1.32650000000000	59.3286573146293	1.29000000000000	0.509018036072144	0.434168336673347	0.170000000000000	-3.56500000000000	7150.30060120241	1.05000000000000	1.51000000000000	0.0100000000000000
-1.32650000000000	11.5150300601202	1.29000000000000	0.501002004008016	0.0581162324649299	0.170000000000000	-3.56500000000000	4985.97194388778	2.50000000000000	1.06000000000000	1.01000000000000
-1.32650000000000	90.8737474949900	1.29000000000000	0.0440881763527054	0.475651302605210	0.170000000000000	-3.56500000000000	2623.24649298597	1.51000000000000	2.16000000000000	0.0600000000000000
-1.32650000000000	37.5050100200401	1.29000000000000	0.204408817635271	0.0923847695390782	0.170000000000000	-3.56500000000000	4895.79158316633	5.50999999999999	5.51000000000000	1.01000000000000
-1.32650000000000	28.3787575150301	1.29000000000000	0.100200400801603	0.274549098196393	0.170000000000000	-3.56500000000000	3146.29258517034	3.51000000000000	5.06000000000000	1.01000000000000
-1.32650000000000	35.5210420841683	1.29000000000000	0.559118236472946	0.297094188376754	0.170000000000000	-3.56500000000000	4787.57515030060	4.56000000000000	15.5100000000001	1.01000000000000
-1.32650000000000	39.0921843687375	1.29000000000000	0.380761523046092	0.176252505010020	0.170000000000000	-3.56500000000000	2605.21042084168	4.66000000000000	15.6100000000000	1.01000000000000
-1.32650000000000	13.4989979959920	1.29000000000000	0.0140280561122244	0.389078156312625	0.170000000000000	-3.56500000000000	5545.09018036072	2.50000000000000	0.510000000000000	2.01000000000000
-1.32650000000000	72.6212424849699	1.29000000000000	0.761523046092184	0.170841683366734	0.170000000000000	-3.56500000000000	2731.46292585170	1.05000000000000	2.06000000000000	0.0100000000000000
-1.32650000000000	7.34869739478958	1.29000000000000	0.424849699398798	0.366533066132265	0.170000000000000	-3.56500000000000	9801.60320641283	2.51000000000000	1.01000000000000	1.01000000000000
-1.32650000000000	55.5591182364730	1.29000000000000	0.0420841683366734	0.312424849699399	0.170000000000000	-3.56500000000000	3507.01402805611	5.16000000000000	9.06000000000000	1.01000000000000
-1.32650000000000	54.7655310621242	1.29000000000000	0.442885771543086	0.102304609218437	0.170000000000000	-3.56500000000000	4408.81763527054	1.51000000000000	2.01000000000000	0.0600000000000000
-1.32650000000000	76.7875751503006	1.29000000000000	0.919839679358718	0.362024048096192	0.170000000000000	-3.56500000000000	9747.49498997996	1.01000000000000	3.51000000000000	0.0100000000000000
-1.32650000000000	13.4989979959920	1.29000000000000	0.647294589178357	0.224048096192385	0.170000000000000	-3.56500000000000	6068.13627254509	3.51000000000000	5.51000000000000	1.01000000000000
